School_ID,Long_Name,Primary_Category,School_Latitude,School_Longitude,Graduation_4_Year_School_Pct_Year_2,College_Enrollment_School_Pct_Year_2,SAT_Grade_11_Score_School_Avg,Transition_Gap,geometry,GEOID,NAME,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,disadvantage_score
609760,George Washington Carver Military Academy HS,HS,41.65629,-87.59062,85.1,63.8,873,21.299999999999997,POINT (-87.59062 41.65629),17031540102,Census Tract 5401.02; Cook County; Illinois,0.6335586247428739,9.957360018000616,0.3033898305084745,0.7907573812580231,0.4625850340136054,6.887052147836572
609761,George H Corliss High School,HS,41.70666,-87.601216,74.1,50.0,771,24.09999999999999,POINT (-87.601216 41.70666),17031500200,Census Tract 5002; Cook County; Illinois,0.1575654152445961,10.800146842461055,0.076,0.5571776155717761,0.6666666666666666,2.003614296248186
609762,Percy L Julian High School,HS,41.705859,-87.653749,64.6,44.4,760,20.199999999999996,POINT (-87.653749 41.705859),17031730700,Census Tract 7307; Cook County; Illinois,0.1865859808371154,10.899827145911038,0.1722169362511893,0.232409381663113,0.6643356643356644,1.6456260925720525
609764,Benito Juarez Community Academy High School,HS,41.852667,-87.663732,83.8,79.5,856,4.299999999999997,POINT (-87.663732 41.852667),17031310700,Census Tract 3107; Cook County; Illinois,0.2337334175615919,11.239948080053065,0.1109902067464635,0.1229773462783171,0.5275735294117647,0.5223506895214358
609780,Marine Leadership Academy at Ames,HS,41.916045,-87.721742,88.4,68.4,881,20.0,POINT (-87.721742 41.916045),17031222900,Census Tract 2229; Cook County; Illinois,0.085397096498719,11.43373073099868,0.052139037433155,0.3197278911564626,0.2066115702479339,-0.6323602269989008
610244,Michele Clark Academic Prep Magnet High School,HS,41.872885,-87.753325,89.0,54.0,781,35.0,POINT (-87.753325 41.872885),17031831400,,,,,,,
400157,Noble - Baker College Prep,HS,41.734622,-87.556201,78.5,61.0,837,17.5,POINT (-87.556201 41.734622),17031460600,,,,,,,
400156,Noble - Butler College Prep,HS,41.706667,-87.602573,94.0,50.3,817,43.7,POINT (-87.602573 41.706667),17031500200,Census Tract 5002; Cook County; Illinois,0.1575654152445961,10.800146842461055,0.076,0.5571776155717761,0.6666666666666666,2.003614296248186
400149,Acero Charter Schools - Victoria Soto,HS,41.801762,-87.711025,88.3,54.9,872,33.4,POINT (-87.711025 41.801762),17031630300,Census Tract 6303; Cook County; Illinois,0.1579048719430001,11.064056908254452,0.0609656301145662,0.143438453713123,0.664,0.3241393170875826
400119,Legal Prep Charter Academy,HS,41.881733,-87.733778,75.7,31.4,778,44.3,POINT (-87.733778 41.881733),17031260300,,,,,,,
